,Laptop Name,Price,Rating
848,MSI GT77 Titan Core i9 12th Gen,499990,0
849,Lenovo IdeaPad Gaming 3 Intel Core i5 12th Gen,73990,0
850,HP Victus Intel Core i7 12th Gen,82990,4.5
851,HP Victus Ryzen 7 Octa Core 5800H,81990,4
852,ASUS Ryzen 7 Quad Core,88000,0
853,MSI Modern 14 Core i7 11th Gen,75990,4.6
854,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS,161990,0
855,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79900,4.4
856,ASUS ROG Flow X16 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS,261990,0
857,DELL Inspiron Core i3 10th Gen,43590,3.8
858,ASUS VivoBook K15 OLED (2022) Core i5 11th Gen,61990,4.3
859,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
860,HP OMEN Core i7 12th Gen,135680,0
861,HP Envy Core i5 8th Gen,69990,4.5
862,MICROSOFT Surface Laptop 3 Core i5 10th Gen,94490,4.4
863,Lenovo Ryzen 5 Hexa Core,63900,0
864,ASUS VivoBook 15 Ryzen 3 Dual Core AMD R3,26990,4.3
865,ASUS Ryzen 7 Quad Core 11th Gen,152500,0
866,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,56990,4.3
867,HP Victus Intel Core i5 11th Gen,58990,4.1
868,DELL Vostro Ryzen 5 Quad Core 3500U,46490,4.4
869,Lenovo Legion 5 Pro Intel Core i7 12th Gen,156990,0
870,Avita PURA E 14 Ryzen 5 Quad Core 3rd Gen,26990,0
871,HP Victus Intel Core i5 12th Gen,64990,4.3
872,DELL Insprion 3511 Core i3 11th Gen,42890,3.6
873,ASUS Ryzen 9 Octa Core 10th Gen,191900,0
874,DELL Ryzen 5 Hexa Core,64490,0
875,HP Victus Ryzen 7 Octa Core 5800H,81990,4
876,HP Victus Ryzen 5 Hexa Core 5600H,73230,4.1
877,SAMSUNG Galaxy Book3 Core i5 Core i5 13th Gen,79990,0
878,DELL Inspiron Core i5 12th Gen,61690,3.8
879,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79900,4.4
880,acer Swift 7 Core i5 7th Gen,80990,4.4
881,ASUS TUF GAMING A15 Ryzen 7 Octa Core 4800H,80990,4.8
882,DELL 7000 Series Core i7 12th Gen,103990,4.8
883,HP Victus Intel Core i7 12th Gen,82990,4.5
884,HP Pavilion Ryzen 5 Hexa Core 5500U,54160,4.1
885,ASUS TUF Gaming A17 (2022) with 90Whr Battery Ryzen 7 Octa Core 6800H,101197,4.1
886,Lenovo Athlon Dual Core,23900,3.6
887,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
888,ASUS Core i3 10th Gen,29990,4.3
889,Lenovo Ideapad Gaming 3 Ryzen 5 Hexa Core 4600H,56990,4.3
890,DELL Inspiron Core i5 12th Gen,61690,3.8
891,HP Victus Intel Core i5 11th Gen,58990,4.1
892,DELL Core i5 11th Gen,74990,4.2
893,Lenovo V15 G2 Core i5 11th Gen,49490,3.4
894,ASUS Core i7 7th Gen,70990,4.4
895,HP Victus Intel Core i5 12th Gen,64990,4.3
896,DELL Core i5 11th Gen,54749,4
897,DELL Ryzen 7 Octa Core AMD R7,126990,0
898,DELL Inspiron Core i3 10th Gen,43590,3.8
899,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
900,DELL Ryzen 5 Hexa Core,64490,0
901,ASUS Ryzen 9 Octa Core,182000,0
902,SAMSUNG Galaxy Book2 Core i5 12th Gen,56990,4.5
903,HP Victus Ryzen 7 Octa Core 5800H,81990,4
904,HP Ryzen 3 Quad Core 7320U,39490,0
905,MSI Creator 15 Core i7 10th Gen,214990,0
906,ASUS Core i7 12th Gen,104000,0
907,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
908,Lenovo Core i3 12th Gen,58187,0
909,ASUS ROG Zephyrus G15 (2022) with 90Whr Battery Ryzen 9 Octa Core 6900HS,161990,0
910,HP Ryzen 7 Octa Core 6800H,136000,0
911,HP Victus Intel Core i7 12th Gen,82990,4.5
912,DELL Inspiron Core i3 10th Gen,37490,4.4
913,SAMSUNG Galaxy Book3 Core i7 Core i7 13th Gen,89990,0
914,Lenovo IdeaPad 3 Intel Core i5 12th Gen,56499,4.2
915,HP Victus Intel Core i5 11th Gen,58990,4.1
916,ASUS Ryzen 5 Quad Core 10th Gen,60463,0
917,acer Aspire 7 Core i5 12th Gen,73990,4.3
918,acer Swift 5 Core i5 8th Gen,81998,4
919,HP Victus Intel Core i5 12th Gen,64990,4.3
920,Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 5600H,59990,4.1
921,HP Core i5 12th Gen,62890,0
922,Lenovo Yoga Slim 7 Pro Intel Core i5 11th Gen,69990,4.7
923,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
924,LG Gram Core i5 12th Gen,101299,0
925,ASUS Vivobook 15 Core i5 11th Gen,53900,4.3
926,DELL Vostro Core i5 12th Gen,73990,4.2
927,HP Victus Ryzen 7 Octa Core 5800H,81990,4
928,acer Swift 7 Core i5 7th Gen,80990,4.4
929,DELL XPS Core i5 11th Gen,108990,0
930,HP Pavilion Ryzen 5 Hexa Core 5500U,55000,4.4
931,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
932,HP Core i3 11th Gen,41960,4
933,Lenovo Yoga Slim 7 Carbon Intel Core i7 12th Gen,179633,0
934,Lenovo Core i7 8th Gen,244801,0
935,HP Victus Intel Core i7 12th Gen,82990,4.5
936,ASUS Ryzen 7 Quad Core,88000,0
937,Lenovo Ideapad S340 Core i3 10th Gen,39990,4.2
938,Infinix INBook X1 Core i5 10th Gen,37490,4.1
939,HP Victus Intel Core i5 11th Gen,58990,4.1
940,Lenovo 310 Core i5 6th Gen,38490,4.2
941,acer Aspire 5 Core i5 8th Gen,59490,4
942,APPLE 2020 Macbook Pro M1,128490,4.5
943,HP Victus Intel Core i5 12th Gen,64990,4.3
944,Lenovo Core i3 11th Gen,35000,0
945,ASUS Celeron Dual Core 10th Gen,23990,0
946,HP Core i3 5th Gen,34857,4
947,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
948,ASUS Ryzen 9 Octa Core 10th Gen,191900,0
949,ASUS Ryzen 7 Quad Core 10th Gen,83500,0
950,MSI GF63 Thin Core i5 10th Gen,53990,4.1
951,HP Victus Ryzen 7 Octa Core 5800H,81990,4
952,acer Aspire 3 Celeron Dual Core,41999,4.4
953,DELL Inspiron Core i5 11th Gen,79400,4.4
954,Infinix ZERO BOOK Series Laptop Intel Core i5 12th Gen,56990,4.2
955,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
956,MSI GS Core i7 8th Gen,149990,4.1
957,HP victus Ryzen 5 Hexa Core AMD R5,66000,4.8
958,DELL Vostro Ryzen 5 Quad Core 3500U,46490,4.4
959,HP Victus Intel Core i7 12th Gen,82990,4.5
960,Lenovo IdeaPad 5 Ryzen 5 Hexa Core 5625U,62599,0
961,Lenovo ThinkPad Core i5 10th Gen,122490,0
962,Lenovo IdeaPad 3 CB Celeron Dual Core,20490,3.6
963,HP Victus Intel Core i5 11th Gen,58990,4.1
964,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79900,4.4
965,MSI Pulse GL66 Core i7 11th Gen,102490,4.6
966,Lenovo Legion 7i Core i7 10th Gen,159990,0
967,HP Victus Intel Core i5 12th Gen,64990,4.3
968,HP Pavilion Ryzen 5 Hexa Core 5500U,51790,4.4
969,Infinix X1 Slim Series Core i7 10th Gen,47990,3.7
970,HP Pavilion Plus Creator OLED Eyesafe (2023) Intel H,77990,4
971,HP Victus Ryzen 7 Octa Core 5800H,81990,4
972,ASUS ZenBook 13 Core i5 8th Gen,66990,4.1
973,HP Ryzen 3 Dual Core 3250U,40150,4.3
974,ASUS Ryzen 5 Octa Core,75900,0
975,HP Victus Intel Core i7 12th Gen,82990,4.5
976,DELL Inspiron 3510 Pentium Quad Core 11th Gen,35500,3.2
977,DELL Core i5 11th Gen,115790,0
978,DELL Core i3 11th Gen,39299,4.3
979,HP OMEN Ryzen 7 Octa Core AMD R7,110380,4.3
980,Lenovo IdeaPad Gaming Ryzen 5 Hexa Core 5600H,59990,4.1
981,ASUS ExpertBook P1 Core i3 10th Gen,31490,3.8
982,Lenovo Yoga Slim 7 Pro Core i7 12th Gen,138295,0
983,Lenovo Ryzen 5 Hexa Core,63900,0
984,ASUS Vivobook Ultra K15 Core i3 11th Gen,41990,3
985,Lenovo Yoga Core i7 10th Gen,140490,2
986,LG Gram Core i5 12th Gen,89990,0
987,HP Victus Intel Core i5 11th Gen,58990,4.1
988,ASUS Core i3 12th Gen,41950,4
989,HP Pavilion Intel Core i5 11th Gen,59000,4.1
990,Lenovo Yoga Slim 7 Intel Core i5 10th Gen,70990,3.9
991,HP Victus Intel Core i5 12th Gen,64990,4.3
992,DELL XPS 13 Core i7 8th Gen,114990,1.7
993,Lenovo ThinkPad Core i5 10th Gen,122490,0
994,acer ConceptD 5 Core i5 8th Gen,92990,0
995,MSI Bravo 15 Ryzen 7 Octa Core 5800H,62990,0
996,DELL Inspiron Core i5 11th Gen,65990,4.2
997,DELL Core i3 11th Gen,39299,4.3
998,acer Nitro 5 Ryzen 5 Hexa Core 5600H,68990,4.3
999,HP Victus Ryzen 7 Octa Core 5800H,81990,4
1000,ASUS ExpertBook P1 Core i5 10th Gen,49999,0
1001,ASUS Ryzen 7 Quad Core,89900,0
1002,Primebook 4G Android Based MediaTek MT8788,16990,4.3
1003,HP Pavilion Gaming Ryzen 7 Octa Core AMD R7,79999,4.4
1004,ASUS ROG Strix G15 (2022) Ryzen 7 Octa Core AMD R7,100990,3.9
1005,HP Core i3 11th Gen,39990,4.1
1006,Lenovo Core i7 10th Gen,163000,0
1007,HP Victus Intel Core i7 12th Gen,82990,4.5
